LEAID,lea_name,urbanicity
1100115,Social Justice PCS,Non-Urban
1100116,Global Citizens PCS,Non-Urban
1100117,LEARN DC PCS,Non-Urban
1200002,FL VIRTUAL,Non-Urban
1200030,ALACHUA,Urban
1200060,BAKER,Urban
1200084,IDEA PUBLIC SCHOOLS,Non-Urban
1200090,BAY,Urban
1200120,BRADFORD,Urban
1200150,BREVARD,Urban
1200180,BROWARD,Urban
1200210,CALHOUN,Urban
1200240,CHARLOTTE,Urban
1200270,CITRUS,Urban
1200300,CLAY,Urban
1200330,COLLIER,Urban
1200360,COLUMBIA,Urban
1200390,MIAMI-DADE,Urban
1200420,DESOTO,Urban
1200450,DIXIE,Urban
1200480,DUVAL,Urban
1200510,ESCAMBIA,Urban
1200540,FLAGLER,Urban
1200570,FRANKLIN,Urban
1200600,GADSDEN,Urban
1200630,GILCHRIST,Urban
1200660,GLADES,Urban
1200690,GULF,Urban
1200720,HAMILTON,Urban
1200750,HARDEE,Urban
1200780,HENDRY,Urban
1200810,HERNANDO,Urban
1200840,HIGHLANDS,Urban
1200870,HILLSBOROUGH,Urban
1200900,HOLMES,Urban
1200930,INDIAN RIVER,Urban
1200960,JACKSON,Urban
1200990,JEFFERSON,Urban
1201020,LAFAYETTE,Urban
1201050,LAKE,Urban
1201080,LEE,Urban
1201110,LEON,Urban
1201140,LEVY,Urban
1201170,LIBERTY,Urban
1201200,MADISON,Urban
1201230,MANATEE,Urban
1201260,MARION,Urban
1201290,MARTIN,Urban
1201320,MONROE,Urban
1201350,NASSAU,Urban
1201380,OKALOOSA,Urban
1201410,OKEECHOBEE,Urban
1201440,ORANGE,Urban
1201470,OSCEOLA,Urban
1201500,PALM BEACH,Urban
1201530,PASCO,Urban
1201560,PINELLAS,Urban
1201590,POLK,Urban
1201620,PUTNAM,Urban
1201650,SANTA ROSA,Urban
1201680,SARASOTA,Urban
1201710,SEMINOLE,Urban
1201740,ST. JOHNS,Urban
1201770,ST. LUCIE,Urban
1201800,SUMTER,Urban
1201830,SUWANNEE,Urban
1201860,TAYLOR,Urban
1201890,UNION,Urban
1201920,VOLUSIA,Urban
1201950,WAKULLA,Urban
1201980,WALTON,Urban
1202010,WASHINGTON,Urban
1202012,FAU LAB SCH,Non-Urban
1202013,FSU LAB SCH,Non-Urban
1202014,FAMU LAB SCH,Non-Urban
1202015,UF LAB SCH,Non-Urban
1202016,DEAF/BLIND,Non-Urban
1300001,Troup County,Urban
1300005,State Charter Schools II- Statesboro STEAM Academy,Non-Urban
1300023,State Charter Schools- Odyssey Charter School,Non-Urban
1300025,Department of Corrections,Non-Urban
1300026,Department of Juvenile Justice,Non-Urban
1300060,Appling County,Urban
1300090,Atkinson County,Urban
1300120,Atlanta Public Schools,Urban
1300150,Bacon County,Urban
1300180,Baker County,Urban
1300210,Baldwin County,Urban
1300214,State Charter Schools- Mountain Education Charter High Scho,Non-Urban
1300217,State Charter Schools II- Fulton Leadership Academy,Non-Urban
1300218,State Charter Schools II- Pataula Charter Academy,Non-Urban
1300221,State Charter Schools II- Atlanta Heights Charter School,Non-Urban
1300222,State Charter Schools II- Coweta Charter Academy,Non-Urban
1300226,State Charter Schools- Ivy Preparatory Academy- Inc,Non-Urban
1300227,State Charter Schools- Georgia Connections Academy,Non-Urban
1300230,State Charter Schools- Cherokee Charter Academy,Non-Urban
1300232,State Charter Schools- Georgia Cyber Academy,Non-Urban
1300233,State Charter Schools- Utopian Academy for the Arts Charter,Non-Urban
1300234,State Charter Schools- International Charter School of Atla,Non-Urban
1300235,State Charter Schools- Foothills Charter High School (Centr,Non-Urban
1300236,State Charter Schools- Scintilla Charter Academy,Non-Urban
1300237,State Charter Schools- Dubois Integrity Academy,Non-Urban
1300238,State Charter Schools- Georgia School for Innovation and th,Non-Urban
1300239,State Charter Schools II- Cirrus Charter Academy,Non-Urban
1300240,Banks County,Urban
1300241,State Charter Schools II- Liberty Tech Charter Academy,Non-Urban
1300242,State Charter Schools II- Brookhaven Innovation Academy,Non-Urban
1300243,State Charter Schools II- Southwest Georgia S.T.E.M. Charte,Non-Urban
1300244,State Charter Schools II- Genesis Innovation Academy for Gi,Non-Urban
1300245,State Charter Schools II- SAIL Charter Academy - School for,Non-Urban
1300246,State Charter Schools- Coastal Plains Charter High School -,Non-Urban
1300247,State Charter Schools II- Resurgence Hall Charter School,Non-Urban
1300248,State Charter Schools II- Genesis Innovation Academy for Bo,Non-Urban
1300249,State Charter Schools II- International Academy of Smyrna,Non-Urban
1300250,State Charter Schools II- International Charter Academy of,Non-Urban
1300251,State Charter Schools II- SLAM Academy of Atlanta,Non-Urban
1300252,State Charter Schools II- Academy For Classical Education,Non-Urban
1300253,State Charter Schools II- Spring Creek Charter Academy,Non-Urban
1300254,State Schools,Non-Urban
1300255,State Charter Schools II- Ethos Classical Charter School,Non-Urban
1300256,State Charter Schools II- Baconton Community Charter School,Non-Urban
1300257,State Charter Schools II- Yi Hwang Academy of Language Exce,Non-Urban
1300258,State Charter Schools II- Furlow Charter School,Non-Urban
1300259,State Charter Schools II- Atlanta SMART Academy,Non-Urban
1300261,State Charter Schools II- Atlanta Unbound Academy,Non-Urban
1300262,State Charter Schools II- D.E.L.T.A. STEAM Academy,Non-Urban
1300263,State Charter Schools II- Georgia Fugees Academy Charter Sc,Non-Urban
1300264,State Charter Schools II- Northwest Classical Academy,Non-Urban
1300265,State Charter Schools II- Amana Academy West Atlanta,Non-Urban
1300290,Barrow County,Urban
1300330,Bartow County,Urban
1300360,Ben Hill County,Urban
1300390,Berrien County,Urban
1300420,Bibb County,Urban
1300440,Bleckley County,Urban
1300480,Brantley County,Urban
1300510,Bremen City,Urban
1300540,Brooks County,Urban
1300570,Bryan County,Urban
1300600,Buford City,Urban
1300630,Bulloch County,Urban
1300660,Burke County,Urban
1300690,Butts County,Urban
1300720,Calhoun City,Urban
1300750,Calhoun County,Urban
1300780,Camden County,Urban
1300810,Candler County,Urban
1300840,Carroll County,Urban
1300870,Carrollton City,Urban
1300900,Cartersville City,Urban
1300930,Catoosa County,Urban
1300990,Charlton County,Urban
1301020,Savannah-Chatham County,Urban
1301050,Chattahoochee County,Urban
1301080,Chattooga County,Urban
1301110,Cherokee County,Urban
1301140,Chickamauga City,Urban
1301170,Clarke County,Urban
1301200,Clay County,Urban
1301230,Clayton County,Urban
1301260,Clinch County,Urban
1301290,Cobb County,Urban
1301350,Coffee County,Urban
1301380,Colquitt County,Urban
1301410,Columbia County,Urban
1301440,Commerce City,Urban
1301470,Cook County,Urban
1301500,Coweta County,Urban
1301530,Crawford County,Urban
1301560,Crisp County,Urban
1301590,Dade County,Urban
1301620,Dalton Public Schools,Urban
1301650,Dawson County,Urban
1301680,City Schools of Decatur,Urban
1301710,Decatur County,Urban
1301740,DeKalb County,Urban
1301770,Dodge County,Urban
1301800,Dooly County,Urban
1301830,Dougherty County,Urban
1301860,Douglas County,Urban
1301870,Dublin City,Urban
1301890,Laurens County,Urban
1301920,Early County,Urban
1301950,Echols County,Urban
1301980,Effingham County,Urban
1302010,Elbert County,Urban
1302040,Emanuel County,Urban
1302070,Evans County,Urban
1302100,Fannin County,Urban
1302130,Fayette County,Urban
1302190,Floyd County,Urban
1302220,Forsyth County,Urban
1302250,Franklin County,Urban
1302280,Fulton County,Urban
1302310,Gainesville City,Urban
1302340,Gilmer County,Urban
1302370,Glascock County,Urban
1302400,Glynn County,Urban
1302430,Gordon County,Urban
1302460,Grady County,Urban
1302490,Greene County,Urban
1302520,Griffin-Spalding County,Urban
1302550,Gwinnett County,Urban
1302580,Habersham County,Urban
1302610,Hall County,Urban
1302640,Hancock County,Urban
1302670,Haralson County,Urban
1302700,Harris County,Urban
1302730,Hart County,Urban
1302790,Heard County,Urban
1302820,Henry County,Urban
1302880,Houston County,Urban
1302910,Irwin County,Urban
1302940,Jackson County,Urban
1302970,Jasper County,Urban
1303000,Jeff Davis County,Urban
1303030,Jefferson City,Urban
1303060,Jefferson County,Urban
1303090,Jenkins County,Urban
1303120,Johnson County,Urban
1303150,Jones County,Urban
1303210,Lamar County,Urban
1303240,Lanier County,Urban
1303270,Lee County,Urban
1303300,Liberty County,Urban
1303330,Lincoln County,Urban
1303360,Long County,Urban
1303390,Lowndes County,Urban
1303420,Lumpkin County,Urban
1303450,Macon County,Urban
1303480,Madison County,Urban
1303510,Marietta City,Urban
1303540,Marion County,Urban
1303570,McDuffie County,Urban
1303600,McIntosh County,Urban
1303630,Meriwether County,Urban
1303660,Miller County,Urban
1303690,Mitchell County,Urban
1303720,Monroe County,Urban
1303750,Montgomery County,Urban
1303780,Morgan County,Urban
1303840,Murray County,Urban
1303870,Muscogee County,Urban
1303930,Newton County,Urban
1303960,Oconee County,Urban
1303990,Oglethorpe County,Urban
1304020,Paulding County,Urban
1304050,Peach County,Urban
1304080,Pelham City,Urban
1304110,Pickens County,Urban
1304140,Pierce County,Urban
1304170,Pike County,Urban
1304200,Polk County,Urban
1304220,Pulaski County,Urban
1304260,Putnam County,Urban
1304290,Quitman County,Urban
1304320,Rabun County,Urban
1304350,Randolph County,Urban
1304380,Richmond County,Urban
1304410,Rockdale County,Urban
1304440,Rome City,Urban
1304470,Schley County,Urban
1304500,Screven County,Urban
1304530,Seminole County,Urban
1304540,Social Circle City,Urban
1304560,Stephens County,Urban
1304590,Stewart County,Urban
1304620,Sumter County,Urban
1304650,Talbot County,Urban
1304680,Taliaferro County,Urban
1304770,Tattnall County,Urban
1304800,Taylor County,Urban
1304830,Telfair County,Urban
1304860,Terrell County,Urban
1304890,Thomas County,Urban
1304950,Thomasville City,Urban
1304980,Tift County,Urban
1305040,Toombs County,Urban
1305070,Towns County,Urban
1305100,Treutlen County,Urban
1305130,Trion City,Urban
1305190,Turner County,Urban
1305220,Twiggs County,Urban
1305250,Union County,Urban
1305280,Thomaston-Upson County,Urban
1305310,Valdosta City,Urban
1305340,Vidalia City,Urban
1305370,Walker County,Urban
1305390,Walton County,Urban
1305430,Ware County,Urban
1305460,Warren County,Urban
1305490,Washington County,Urban
1305550,Wayne County,Urban
1305580,Webster County,Urban
1305640,Wheeler County,Urban
1305670,White County,Urban
1305700,Whitfield County,Urban
1305730,Wilcox County,Urban
1305760,Wilkes County,Urban
1305790,Wilkinson County,Urban
1305850,Worth County,Urban
1305851,State Charter Schools II- DeKalb Brilliance Academy,Non-Urban
1305852,State Charter Schools II- Resurgence Hall Middle Academy,Non-Urban
1305853,State Charter Schools II- Destination Career Academy of Geor,Non-Urban
1500030,Hawaii Department of Education,Urban
1600001,WEST BONNER COUNTY DISTRICT,Urban
1600002,LAKE PEND OREILLE SCHOOL DISTRICT,Urban
1600003,VICTORY CHARTER SCHOOL INC.,Non-Urban
1600004,IDAHO VIRTUAL ACADEMY INC.,Non-Urban
1600005,IDAHO VIRTUAL HIGH SCHOOL INC.,Non-Urban
1600006,ROLLING HILLS PUBLIC CHARTER SCHOOL INC.,Non-Urban
1600007,COMPASS PUBLIC CHARTER SCHOOL INC.,Non-Urban
1600008,FALCON RIDGE PUBLIC CHARTER SCHOOL INC.,Non-Urban
1600009,TROY SCHOOL DISTRICT,Urban
1600010,WHITEPINE JOINT SCHOOL DISTRICT,Urban
1600011,INSPIRE ACADEMICS INC.,Non-Urban
1600012,LIBERTY CHARTER SCHOOL INC.,Non-Urban
1600014,THE ACADEMY INC.,Non-Urban
1600015,TAYLOR'S CROSSING PUBLIC CHARTER SCHOOL INC.,Non-Urban
1600030,ABERDEEN DISTRICT,Urban
1600060,AMERICAN FALLS JOINT DISTRICT,Urban
1600090,ARBON ELEMENTARY DISTRICT,Urban
1600138,SALMON RIVER JOINT SCHOOL DISTRICT,Urban
1600139,MOUNTAIN VIEW SCHOOL DISTRICT,Urban
1600140,XAVIER CHARTER SCHOOL INC.,Non-Urban
1600141,VISION CHARTER SCHOOL INC.,Non-Urban
1600142,WHITE PINE CHARTER SCHOOL INC.,Non-Urban
1600143,NORTH VALLEY ACADEMY INC.,Non-Urban
1600144,ISUCCEED VIRTUAL HIGH SCHOOL INC.,Non-Urban
1600145,IDAHO SCIENCE AND TECHNOLOGY CHARTER SCHOOL INC.,Non-Urban
1600148,IDAHO VIRTUAL EDUCATION PARTNERS INC.,Non-Urban
1600149,THE KOOTENAI BRIDGE ACADEMY INC.,Non-Urban
1600150,AVERY SCHOOL DISTRICT,Urban
1600151,PALOUSE PRAIRIE EDUCATIONAL ORGANIZATION INC.,Non-Urban
1600152,CANYON-OWYHEE SCHOOL SERVICE AGENCY (COSSA),Non-Urban
1600153,BLACKFOOT CHARTER COMMUNITY LEARNING CENTER INC.,Non-Urban
1600154,MONTICELLO MONTESSORI CHARTER SCHOOL INC.,Non-Urban
1600156,THE SAGE INTERNATIONAL SCHOOL OF BOISE A PUBLIC CHARTER SCH,Non-Urban
